DATA|ID|HIST\'ORICO|ENTRADA|SA\'IDA|SALDO|ENTRADA ($)|SA\'IDA ($)|BALANÇO
||In\'icio|||0|0|0|0
21/03/2020|3391|Dalla |45||45|315|0|-315
21/03/2020|lj0320|Dalla |15||60|105|0|-420
06/03/2020|3|Le Bateau||15|45|0|180|-240
17/03/2020|3705|Dalla |45||90|315|0|-555
