N|DATA|ID|HISTÓRICO|ENTRADA|SAÍDA|SALDO|ENTRADA ($)|SAÍDA ($)|BALANÇO
2|2020/03/03|im0320|RoletaRussa|6|0|6|70.8|0|-70.8
