N|DATA|ID|HISTÓRICO|ENTRADA|SAÍDA|SALDO|ENTRADA ($)|SAÍDA ($)|BALANÇO
0|2020/03/23|ro21441|RoletaRussa |24|0|24|96.96|0|-96.96
