N|DATA|ID|HISTÓRICO|ENTRADA|SAÍDA|SALDO|ENTRADA ($)|SAÍDA ($)|BALANÇO
-1|2020/03/23|ro21441|RoletaRussa|12|0|12|137.88|0|-137.88
