DATA|ID|HIST\'ORICO|ENTRADA|SA\'IDA|SALDO|ENTRADA ($)|SA\'IDA ($)|BALANÇO
||In\'icio|||0|0|0|0
12/02/2020||Kair\'os (1x30)|30||30|324|0|-324
20/02/2020|ka10378|Kair\'os |30||60|324|0|-648
21/02/2020|12|L'jaica (Bar)||60|0|0|1800|1152
28/02/2020|ka10524|Kair\'os |60||60|648|0|504
