N|DATA|ID|HISTÓRICO|ENTRADA|SAÍDA|SALDO|ENTRADA ($)|SAÍDA ($)|BALANÇO
0|2020/02/28|ka10524|Kairós |60|0|60|638.4|0|-638.4
1|2020/03/11|31|L'jaica (Bar) |0|30|30|0|900|261.6
